sentence,difficulty,tokenized,wordnb,cognate,cognatenb,cognateratio,punctuation,token_nb,tokenratio
"Actuellement, les moyens alloués pour le suivi des populations sont en diminution, et l'observation systématique de toutes les communes (ou de toutes les zones) est remise en question ; dans ce contexte, il semble intéressant de procéder au suivi des populations à partir d'un découpage spatial spécifiquement dédié, plutôt que d'utiliser le maillage communal comme grille d'observation.",C1,"['actuellement', 'moyen', 'allouer', 'suivi', 'population', 'diminution', 'observation', 'systématique', 'commune', 'zone', 'remettre', 'question', 'contexte', 'intéressant', 'procéder', 'population', 'partir', 'découpage', 'spatial', 'spécifiquement', 'dédier', 'utiliser', 'maillage', 'communal', 'grille', 'observation']",60,"['population', 'diminution', 'question', 'population', 'partir', 'spatial', 'communal', 'grille']",8,0.13333333333333333,5,26,0.43333333333333335
"D'autres supportent moins bien cette promiscuité et ""commencent déjà à voir les murs se refermer sur eux"", note le quotidien américain, qui a recueilli le témoignage d'Hugo, 26 ans.",C1,"['supportent', 'promiscuité', 'commencer', 'déjà', 'voir', 'mur', 'refermer', 'note', 'quotidien', 'américain', 'recueillir', 'témoignage', 'hugo', '26', 'an']",31,"['note', 'hugo']",2,0.06451612903225806,5,15,0.4838709677419355
"Les sénateurs élus au scrutin majoritaire qui acceptent des fonctions gouvernementales sont remplacés, jusqu'à l'expiration d'un délai d'un mois suivant la cessation de ces fonctions, par les personnes élues en même temps qu'eux à cet effet.",C1,"['sénateur', 'élu', 'scrutin', 'majoritaire', 'accepter', 'fonction', 'gouvernemental', 'remplacer', 'expiration', 'délai', 'mois', 'cessation', 'fonction', 'élire', 'temps']",41,"['accepter', 'expiration', 'cessation']",3,0.07317073170731707,3,15,0.36585365853658536
Puis les philosophes du XVIIIe siècle ont vu en cette période un âge de foi grossière et de moeurs barbares.,C1,"['philosophe', 'xviii', 'siècle', 'voir', 'période', 'âge', 'foi', 'grossier', 'moeurs', 'barbare']",20,"['xviii', 'foi', 'grossier', 'moeurs', 'barbare']",5,0.25,1,10,0.5
"Ses confrères les curés des environs, fort jaloux de son influence, le détestaient ; le marquis del Dongo le méprisait tout simplement, parce qu'il raisonnait trop pour un homme de si bas étage.",C1,"['confrère', 'curé', 'fort', 'jaloux', 'influence', 'détestaient', 'marquis', 'del', 'dongo', 'méprisait', 'simplement', 'raisonner', 'homme', 'étage']",33,"['jaloux', 'influence', 'marquis', 'del', 'dongo', 'raisonner', 'homme']",7,0.21212121212121213,4,14,0.42424242424242425
"À l'aube de notre modernité, Mary Shelley questionnait la nature humaine et non la machine: le face-à-face entre Frankenstein et sa créature autonome interroge la possibilité d'un homme sans âme.",C1,"['aube', 'modernité', 'mary', 'shelley', 'questionner', 'nature', 'humain', 'machine', 'face-à-face', 'frankenstein', 'créature', 'autonome', 'interrog', 'possibilité', 'homme', 'âme']",34,"['mary', 'shelley', 'nature', 'frankenstein', 'interrog', 'homme']",6,0.17647058823529413,4,16,0.47058823529411764
"Le montant des recettes des impôts sur l'énergie dépend non seulement du taux d'imposition, mais aussi de la quantité d'énergie consommée, elle-même influencée par la situation économique, les conditions météorologiques et les prix.",C1,"['montant', 'recette', 'impôt', 'énergie', 'dépendre', 'taux', 'imposition', 'quantité', 'énergie', 'consommer', 'influencer', 'situation', 'économique', 'condition', 'météorologique', 'prix']",37,"['imposition', 'influencer', 'situation']",3,0.08108108108108109,5,16,0.43243243243243246
"À l'époque elle avait adoré son aspect brillant et rutilant, sans la moindre éraflure.",C1,"['époque', 'adorer', 'aspect', 'brillant', 'rutiler', 'moindre', 'éraflure']",15,"['adorer', 'brillant']",2,0.13333333333333333,2,7,0.4666666666666667
"Députés et membres de la Convention ont ainsi été conviés par le gouvernement à cinq réunions pour ""présenter les orientations retenues"".",C1,"['député', 'membre', 'convention', 'convier', 'gouvernement', 'réunion', 'présenter', 'orientation', 'retenir']",21,['orientation'],1,0.047619047619047616,2,9,0.42857142857142855
"Si le smartphone fait partie de notre quotidien et rend de nombreux services, de récentes recherches montrent qu'il présente des risques dont ses utilisateurs doivent se méfier.",C1,"['smartphone', 'faire', 'partie', 'quotidien', 'service', 'récent', 'recherche', 'montrer', 'présente', 'risque', 'utilisateur', 'devoir', 'méfier']",28,"['smartphone', 'faire', 'service']",3,0.10714285714285714,2,13,0.4642857142857143
Grande-Bretagne et Allemagne refusent de participer si le fonds doit aider ces pays.,C1,"['grand', 'bretagne', 'allemagne', 'refuser', 'participer', 'fonds', 'devoir', 'aider', 'pays']",14,"['allemagne', 'participer', 'aider']",3,0.21428571428571427,2,9,0.6428571428571429
"""Nous explorons la meilleure voie légale, probablement via le système interaméricain, en invoquant la déclaration des droits de l'homme de 1948"".",C1,"['explorer', 'meilleur', 'voie', 'légal', 'probablement', 'système', 'interaméricain', 'invoquer', 'déclaration', 'droit', 'homme', '1948']",22,"['explorer', 'homme']",2,0.09090909090909091,4,12,0.5454545454545454
"Plus tôt, ils avaient été remis à un procureur, escortés de 15 officiers de police japonais venus spécialement aux États-Unis samedi pour l'occasion.",C1,"['tôt', 'remettre', 'procureur', 'escorter', '15', 'officier', 'police', 'japonais', 'venir', 'spécialemer', 'état', 'unis', 'samedi', 'occasion']",25,"['procureur', 'officier', 'police', 'japonais', 'venir']",5,0.2,4,14,0.56
Ce chiffre devrait encore augmenter dans les prochaines années.,C1,"['chiffre', 'devoir', 'augmenter', 'prochain', 'année']",9,[],0,0.0,1,5,0.5555555555555556
"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.",C1,"['perpétuel', 'clandestin', 'munir', 'faux', 'titre', 'séjour', 'photocopie', 'carte', 'résident', 'copain', 'complice', 'ensuite', 'sillonner', 'hexagone', 'bon', 'vouloir', 'employeur', 'scrupuleux']",35,"['clandestin', 'munir', 'photocopie', 'complice', 'vouloir']",5,0.14285714285714285,6,18,0.5142857142857142
"De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",C1,"['côté', 'délégation', 'américain', 'tenter', 'persuader', 'moscou', 'approuver', 'texte', 'arguer', 'technologie', 'futur', 'permettraient', 'réduire', 'émission', 'ges', 'contrainte']",32,"['persuader', 'arguer', 'technologie', 'ges']",4,0.125,3,16,0.5
"Les adeptes de ces campagnes soulignent que les animaux devraient être tués seulement à des fins alimentaires, une politique qui, si elle était appliquée, laisserait les autochtones sans la moindre monnaie d'échange pour se procurer des médicaments.",C1,"['adepte', 'campagne', 'souligner', 'animal', 'devoir', 'tuer', 'fin', 'alimentaire', 'politique', 'appliquer', 'autochtone', 'moindre', 'monnayer', 'échange', 'procurer', 'médicament']",38,"['animal', 'fin', 'procurer']",3,0.07894736842105263,4,16,0.42105263157894735
"Elle quitta son palais, loua deux chambres à un cinquième étage, renvoya tous ses gens et jusqu'à sa femme de chambre remplacée par une pauvre vieille faisant des ménages.",C1,"['quitter', 'palais', 'loua', 'chambre', 'étage', 'renvoyer', 'femme', 'chambre', 'remplacer', 'pauvre', 'vieux', 'faire', 'ménage']",30,['faire'],1,0.03333333333333333,3,13,0.43333333333333335
"La seconde modernité y adjoint un individualisme plus concret qui valorise la construction des identités de chacun et de chacune, puisque l'émancipation des femmes ressortit de cette période.",C1,"['second', 'modernité', 'adjoindre', 'individualisme', 'concret', 'valorise', 'construction', 'identité', 'émancipation', 'femme', 'ressortir', 'période']",29,"['concret', 'valorise']",2,0.06896551724137931,2,12,0.41379310344827586
"Malgré la montée des problèmes liés à l'obésité, la priorité absolue de la FAO reste la lutte contre la faim, car 840 millions de personnes continuent de souffrir chroniquement de sous-alimentation.",C1,"['montée', 'problème', 'lier', 'obésité', 'priorité', 'absolu', 'fao', 'lutte', 'faim', '840', 'million', 'continuer', 'souffrir', 'chroniquemer', 'sous-alimentation']",33,"['problème', 'lier', 'fao']",3,0.09090909090909091,4,15,0.45454545454545453
"Chaque fin de semaine, ils partaient ensemble en randonnée dans les Alpes.",C1,"['fin', 'semaine', 'partir', 'ensembl', 'randonner', 'alpe']",12,"['fin', 'partir', 'ensembl', 'alpe']",4,0.3333333333333333,2,6,0.5
"C'est ce que suggère Kassák, qui dévoile, parmi les combines apprises pour vivre, le recours au mensonge.",C1,"['suggérer', 'kassák', 'dévoile', 'combine', 'apprise', 'vivre', 'recours', 'mensonge']",18,"['combine', 'apprise', 'mensonge']",3,0.16666666666666666,4,8,0.4444444444444444
De nombreux auteurs ont spéculé sur les différents aspects de la personnalité de Léonard.,C1,"['auteur', 'spéculer', 'aspect', 'personnalité', 'léonard']",14,[],0,0.0,1,5,0.35714285714285715
"Ils héritent à 55 ans, en moyenne.",C1,"['hériter', '55', 'an', 'moyenne']",7,[],0,0.0,2,4,0.5714285714285714
"Une belle robe moulante, elle veut mettre en avant ses formes",C1,"['bel', 'robe', 'moulant', 'vouloir', 'mettre', 'forme']",11,"['bel', 'robe', 'vouloir']",3,0.2727272727272727,1,6,0.5454545454545454
"Ils déjeunèrent face à face, se regardant et se souriant sans cesse, occupés uniquement d'eux, tout enveloppés par le charme si doux d'une tendresse qui commence.",C1,"['déjeuner', 'face', 'face', 'regarder', 'sourire', 'cesse', 'occupé', 'uniquement', 'envelopper', 'charme', 'doux', 'tendresse', 'commencer']",28,"['regarder', 'sourire', 'cesse', 'charme']",4,0.14285714285714285,4,13,0.4642857142857143
Les peuples des côtes de l'Alaska ont été particulièrement touchés par cette politique.,C1,"['peuple', 'côte', 'alaska', 'toucher', 'politique']",14,['alaska'],1,0.07142857142857142,1,5,0.35714285714285715
"Il poussa un long soupir de joie ; et ils causèrent presque tranquillement, avec des allures d'intimité, comme s'ils se fussent connus depuis vingt ans.",C1,"['pousser', 'long', 'soupir', 'joie', 'causer', 'presque', 'tranquillement', 'allure', 'intimité', 'connaître', 'an']",26,"['long', 'soupir', 'joie', 'causer', 'allure']",5,0.19230769230769232,3,11,0.4230769230769231
Quelle tête à claques celle-là !,C1,"['quell', 'tête', 'claque']",6,"['quell', 'claque']",2,0.3333333333333333,1,3,0.5
"Lucie s'avançait, à demi soutenue par ses femmes, une couronne d'oranger dans les cheveux, et plus pâle que le satin blanc de sa robe.",C1,"['lucie', 'avancer', 'demi', 'soutenir', 'femme', 'couronne', 'oranger', 'cheveu', 'pâle', 'satin', 'blanc', 'robe']",26,"['lucie', 'couronne', 'satin', 'robe']",4,0.15384615384615385,4,12,0.46153846153846156
Il faut admettre avec un égal intérêt ces théories d'art si différentes et juger les oeuvres qu'elles produisent uniquement au point de vue de leur valeur artistique en acceptant a priori les idées générales d'où elles sont nées.,C1,"['falloir', 'admettre', 'égal', 'intérêt', 'théorie', 'art', 'juger', 'oeuvre', 'produisent', 'uniquement', 'point', 'vue', 'valeur', 'artistique', 'accepter', 'priori', 'idée', 'général', 'naître']",41,"['falloir', 'art', 'juger', 'oeuvre', 'point', 'artistique', 'accepter', 'priori', 'naître']",9,0.21951219512195122,1,19,0.4634146341463415
"Soit le commerce équitable est réduit délibérément à une des formes de la politique sociale du libéralisme, faisant prévaloir les oeuvres caritatives sur les droits sociaux, soit il est au contraire un véritable enjeu de société.",C1,"['commerce', 'équitable', 'réduire', 'délibérément', 'forme', 'politique', 'social', 'libéralisme', 'faire', 'prévaloir', 'oeuvre', 'caritatif', 'droit', 'social', 'contraire', 'véritable', 'enjeu', 'société']",36,"['commerce', 'social', 'faire', 'oeuvre', 'social']",5,0.1388888888888889,3,18,0.5
"Il en résulte alors des conséquences désastreuses pour certaines espèces ; pour le cerf, on parle d'une malformation de la mâchoire, d'une masse corporelle limitée, d'organes sous-dimensionnés et d'une vie sexuée réduite.",C1,"['résulte', 'conséquence', 'désastreuser', 'espèce', 'cerf', 'malformation', 'mâchoire', 'masse', 'corporel', 'limité', 'organe', 'sous-dimensionner', 'vie', 'sexuer', 'réduit']",36,"['cerf', 'malformation', 'masse', 'vie']",4,0.1111111111111111,5,15,0.4166666666666667
Des start-up développent des solutions sur le thème de la reconnaissance temps-réel de formes dans une vidéo.,C1,"['start', 'up', 'développer', 'solution', 'thème', 'reconnaissance', 'temps', 'réel', 'forme', 'vidéo']",19,"['solution', 'reconnaissance']",2,0.10526315789473684,3,10,0.5263157894736842
"Avec sa nouvelle compagne de quatorze ans sa cadette, il dit ""vivre une renaissance"".",C1,"['compagne', 'an', 'cadette', 'vivre', 'renaissance']",14,"['compagne', 'renaissance']",2,0.14285714285714285,3,5,0.35714285714285715
Nous pouvons affirmer avec certitude que cette zone était utilisée comme cimetière entre le dernier quart du Ier siècle et la première moitié du IIe siècle de notre ère.,C1,"['pouvoir', 'affirmer', 'certitude', 'zone', 'utiliser', 'cimetière', 'quart', 'ier', 'siècle', 'moitié', 'ii', 'siècle', 'ère']",29,"['affirmer', 'certitude', 'quart', 'ier']",4,0.13793103448275862,1,13,0.4482758620689655
L'émigration galicienne sous-tend l'évolution du peuplement et l'explique en grande partie.,C1,"['émigration', 'galicien', 'sous-tendre', 'évolution', 'peuplement', 'explique', 'grand', 'partie']",15,['peuplement'],1,0.06666666666666667,2,8,0.5333333333333333
"Vous n'avez pas, Monsleur Mitterrand, le monopole du ceur",C1,"['monsleur', 'mitterrand', 'monopole', 'ceur']",10,"['mitterrand', 'monopole']",2,0.2,2,4,0.4
"Une fois leur projet abouti, ils parlent de liberté, d'harmonie, de renaissance.",C1,"['fois', 'projet', 'abouti', 'liberté', 'harmonie', 'renaissance']",13,"['harmonie', 'renaissance']",2,0.15384615384615385,4,6,0.46153846153846156
"En 2001, Rosalie a expliqué à l'ONU, auprès du groupe de travail sur les peuples autochtones, en quoi la survie des bisons sauvages est essentielle et symbolique pour les Indiens des plaines Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture.",C1,"['2001', 'rosalie', 'expliquer', 'onu', 'auprès', 'groupe', 'travail', 'peuple', 'autochtone', 'survie', 'bison', 'sauvages', 'essentiel', 'symbolique', 'indien', 'plaine', 'bison', 'animal', 'sacré', 'indien', 'plaine', 'crucial', 'culture']",50,"['rosalie', 'onu', 'travail', 'bison', 'indien', 'bison', 'animal', 'indien']",8,0.16,5,23,0.46
"Un beau jour, il apprit que Sa Majesté avait daigné accepter gracieusement la démission qu'il donnait de son emploi dans l'administration, et en même temps lui conférait la place de second grand majordome major du royaume lombardo-vénitien.",C1,"['jour', 'apprendre', 'majesté', 'daigner', 'accepter', 'gracieusement', 'démission', 'donner', 'emploi', 'administration', 'temps', 'conférer', 'place', 'second', 'grand', 'majordome', 'major', 'royaume', 'lombardo', 'vénitien']",40,"['jour', 'accepter', 'donner', 'major', 'royaume', 'lombardo']",6,0.15,4,20,0.5
