,ngram,FR_term_frequency,EN_term_frequency,delta
8269,vehement,63242,399174,335932
8270,spikes,3493,399078,395585
8271,handing,2035,399029,396994
8272,algae,13975,399027,385052
8273,swarm,2045,398984,396939
8274,counteract,2306,398966,396660
8275,untrue,1511,398891,397380
8276,agreeably,999,398825,397826
8277,modules,209545,398708,189163
8278,foretold,754,398673,397919
8279,dainty,1001,398666,397665
8280,scribes,118283,398665,280382
8281,parasitic,10077,398647,388570
8282,cedar,12805,398635,385830
8283,broadway,36332,398531,362199
8284,afore,1545,398524,396979
8285,calves,8692,398514,389822
8286,prosecute,2284,398484,396200
8287,hive,4243,398399,394156
8288,thi,56674,398379,341705
8289,perforated,3062,398368,395306
8290,affectionately,887,398356,397469
8291,sensing,11908,398349,386441
8292,exhortation,143586,398338,254752
8293,unpaid,3574,398270,394696
8294,garage,194350,398257,203907
8295,guys,25379,398196,372817
8296,solicitors,7684,398163,390479
8297,hardest,1430,398133,396703
8298,cranial,10755,398120,387365
8299,marquess,3269,398090,394821
8300,8s,17352,398034,380682
8301,shakes,2867,397925,395058
8302,parody,4467,397917,393450
8303,invoke,4552,397909,393357
8304,amazon,12937,397860,384923
8305,visibility,5155,397761,392606
8306,fleeting,1819,397738,395919
8307,unhealthy,1848,397728,395880
8308,crisp,29511,397707,368196
8309,detecting,5358,397702,392344
8310,cues,28988,397571,368583
8311,beetle,6002,397528,391526
8312,simulated,9534,397518,387984
8313,carnal,4278,397505,393227
8314,inhabitant,3921,397489,393568
8315,emphasizing,4579,397444,392865
8316,cosmopolitan,7266,397413,390147
8317,adored,599,397345,396746
8318,clays,16146,397204,381058
8319,hermes,198549,397180,198631
8320,reciprocity,11366,397166,385800
8321,subdivision,368133,397149,29016
8322,homosexuality,5937,397059,391122
8323,aubrey,13159,396985,383826
8324,unitary,6113,396957,390844
8325,genealogy,6011,396865,390854
8326,penn,66726,396748,330022
8327,dunbar,17873,396578,378705
8328,eternally,1411,396565,395154
8329,axiom,4556,396485,391929
8330,hurriedly,524,396468,395944
8331,lumbar,8634,396443,387809
8332,glorified,791,396430,395639
8333,spaced,6232,396415,390183
8334,ithaca,50495,396386,345891
8335,midway,10754,396363,385609
8336,unionist,3505,396335,392830
8337,identifiable,94092,396256,302164
8338,stanhope,57375,396243,338868
8339,bullion,32658,396141,363483
8340,spa,141427,396117,254690
8341,chemotherapy,9499,396086,386587
8342,biopsy,4812,396073,391261
8343,ashton,18538,396051,377513
8344,austere,450205,395940,54265
8345,aspire,492384,395915,96469
8346,cheered,524,395901,395377
8347,modal,67865,395896,328031
8348,bella,190926,395858,204932
8349,nn,380954,395798,14844
8350,andy,27909,395768,367859
8351,sacrificing,1445,395756,394311
8352,vintage,13323,395742,382419
8353,willed,1235,395716,394481
8354,cowardice,777,395715,394938
8355,virgins,1402,395690,394288
8356,uttering,1464,395625,394161
8357,discontinued,2523,395574,393051
8358,mons,731695,395555,336140
8359,competitor,2683,395531,392848
8360,provoking,2090,395517,393427
8361,acutely,1775,395507,393732
8362,budapest,462599,395500,67099
8363,baffled,811,395418,394607
8364,509,216337,395403,179066
8365,512,216655,395360,178705
8366,nf,290097,395302,105205
8367,interpreters,4351,395248,390897
8368,encyclopedia,44992,395208,350216
8369,romanticism,7175,395202,388027
8370,homeric,3033,395170,392137
8371,twigs,1451,395147,393696
8372,refractory,7239,395086,387847
8373,milner,63324,395061,331737
8374,thirsty,1250,395053,393803
8375,hazel,7406,395030,387624
8376,gloucestershire,4576,395013,390437
8377,evaluations,563812,394972,168840
8378,twenties,4130,394970,390840
8379,concur,17165,394906,377741
8380,1763,331003,394890,63887
8381,graphics,9158,394857,385699
8382,circumcision,3885,394759,390874
8383,soften,977,394655,393678
8384,recommending,2004,394566,392562
8385,purge,222319,394491,172172
8386,paulo,351145,394490,43345
8387,immaterial,3396,394489,391093
8388,meredith,32092,394441,362349
8389,unwise,1533,394418,392885
8390,494,198454,394381,195927
8391,exclamation,167757,394372,226615
8392,endemic,5230,394334,389104
8393,johannesburg,89907,394306,304399
8394,bates,41007,394242,353235
8395,prefix,21419,394231,372812
8396,pericles,141557,394135,252578
8397,avenues,296692,394131,97439
8398,rations,310349,394115,83766
8399,sucking,2158,394036,391878
8400,padua,7867,394033,386166
8401,widest,3302,393984,390682
8402,unclean,909,393922,393013
8403,alba,171965,393919,221954
8404,3.8,104586,393867,289281
8405,stud,38197,393845,355648
8406,juno,10157,393665,383508
8407,afresh,1138,393655,392517
8408,neurological,7004,393507,386503
8409,console,437385,393499,43886
8410,nigel,15644,393478,377834
8411,ascendancy,2012,393473,391461
8412,reagents,3358,393419,390061
8413,508,215607,393407,177800
8414,herman,163007,393320,230313
8415,ebb,2982,393312,390330
8416,garrisons,1245,393273,392028
8417,auditor,9908,393254,383346
8418,dangerously,1488,393230,391742
8419,depressing,1447,393123,391676
8420,j.m.,215964,393110,177146
8421,506,208910,393057,184147
8422,recesses,1316,393037,391721
8423,3.0,144585,393019,248434
8424,hateful,706,393010,392304
8425,newborn,7910,393010,385100
8426,macedonian,5857,392930,387073
8427,prefect,7014,392881,385867
8428,clocks,2791,392842,390051
8429,rein,663737,392834,270903
8430,villas,251237,392821,141584
8431,sicilian,2633,392717,390084
8432,figurative,82494,392707,310213
8433,abominable,260605,392597,131992
8434,infiltration,470859,392576,78283
8435,scrupulous,1293,392565,391272
8436,chalmers,29891,392449,362558
8437,oration,3761,392401,388640
8438,retort,1157,392392,391235
8439,mating,7664,392376,384712
8440,disarmament,14517,392313,377796
8441,ignition,37502,392276,354774
8442,vere,82599,392159,309560
8443,nymphs,1988,392069,390081
8444,unbounded,1776,392034,390258
8445,pardoned,618,392004,391386
8446,multilateral,94748,391928,297180
8447,melts,2495,391911,389416
8448,elicited,3189,391905,388716
8449,inf,195357,391850,196493
8450,adversity,1280,391676,390396
8451,tuscany,2202,391638,389436
8452,obliquely,1728,391631,389903
8453,ledge,2500,391460,388960
8454,antient,1199,391429,390230
8455,snap,5427,391421,385994
8456,penitent,98874,391397,292523
8457,diabetic,6101,391378,385277
8458,ulcers,3515,391365,387850
8459,hurricane,6403,391345,384942
8460,corporeal,2938,391334,388396
8461,whore,2383,391278,388895
8462,worrying,1461,391275,389814
8463,bryan,42871,391263,348392
8464,bedding,5528,391138,385610
8465,luckily,644,391094,390450
8466,dissemination,192601,391058,198457
8467,indigo,289739,391011,101272
8468,discernible,2586,390983,388397
8469,quidem,241753,390923,149170
8470,teutonic,2298,390820,388522
8471,subsided,1067,390767,389700
8472,choked,659,390728,390069
8473,infernal,173798,390689,216891
8474,utrecht,382278,390674,8396
8475,vaccine,289859,390606,100747
8476,roasted,1091,390601,389510
8477,crank,2647,390592,387945
8478,concomitant,50612,390462,339850
8479,hopelessly,1163,390452,389289
8480,mor,145804,390445,244641
8481,varnish,1674,390438,388764
8482,uniforms,1313,390424,389111
8483,limp,1437,390395,388958
8484,prepares,795864,390392,405472
8485,pointer,100534,390358,289824
8486,invariable,540233,390330,149903
8487,streak,5452,390300,384848
8488,minerva,38627,390254,351627
8489,lima,342637,390230,47593
8490,suture,456329,390220,66109
8491,investor,6188,390078,383890
8492,deluge,380587,390039,9452
8493,1400,180905,390021,209116
8494,org,62988,390018,327030
8495,formative,37232,390012,352780
8496,boyhood,1082,389922,388840
8497,anjou,811619,389920,421699
8498,serjeant,3195,389896,386701
8499,orbits,4035,389863,385828
8500,lithium,98564,389810,291246
8501,nmr,9082,389744,380662
8502,arte,235885,389708,153823
8503,nymph,2297,389703,387406
8504,homeless,5684,389636,383952
8505,cures,1005701,389636,616065
8506,straining,1285,389584,388299
8507,uv,69712,389576,319864
8508,vicarage,547,389564,389017
8509,drooping,645,389526,388881
8510,wagons,790384,389489,400895
8511,erat,205219,389372,184153
8512,masterly,1515,389300,387785
8513,experimentation,846637,389235,457402
8514,carotid,4795,389190,384395
8515,marian,27745,389146,361401
8516,volts,453894,389145,64749
8517,dave,25944,389127,363183
8518,ineffectual,891,389126,388235
8519,disapproval,1707,389045,387338
8520,coldly,492,389008,388516
8521,zenith,153285,388956,235671
8522,rusty,2279,388946,386667
8523,498,204420,388940,184520
8524,garter,1457,388917,387460
8525,492,202032,388916,186884
8526,entangled,2001,388858,386857
8527,picks,1952,388814,386862
8528,tailed,3121,388800,385679
8529,nominally,1504,388705,387201
8530,argentine,997411,388704,608707
8531,fined,1639,388678,387039
8532,hemp,3116,388677,385561
8533,legate,5110,388646,383536
8534,magnesia,5501,388607,383106
8535,sunderland,28814,388529,359715
8536,unsettled,2416,388463,386047
8537,sorting,6886,388369,381483
8538,subordinates,1870,388361,386491
8539,stabilization,15140,388344,373204
8540,cecilia,48301,388307,340006
8541,sensor,7001,388286,381285
8542,sophie,657201,388281,268920
8543,drowning,1947,388274,386327
8544,situate,4912,388232,383320
8545,utopian,6495,388102,381607
8546,rung,6278,388082,381804
8547,hiring,3594,388022,384428
8548,heaped,720,387992,387272
8549,heidelberg,235963,387981,152018
8550,8.5,67949,387964,320015
8551,1-4,97013,387963,290950
8552,sly,4178,387948,383770
8553,currencies,8873,387914,379041
8554,mornings,990,387902,386912
8555,discontented,722,387886,387164
8556,striped,2412,387870,385458
8557,impious,687,387835,387148
8558,breathless,785,387830,387045
8559,despatches,4807,387816,383009
8560,vineyard,6631,387813,381182
8561,manned,2320,387725,385405
8562,rotor,107523,387715,280192
8563,freehold,3749,387654,383905
8564,cation,190733,387642,196909
8565,placenta,291330,387621,96291
8566,abstinence,198581,387607,189026
8567,liberalization,9945,387603,377658
8568,insulated,4382,387592,383210
8569,baking,2856,387591,384735
8570,snuff,1598,387559,385961
8571,sprinkled,800,387547,386747
8572,stains,16267,387499,371232
8573,sardinia,5920,387489,381569
8574,friedman,78791,387382,308591
8575,drawers,1098,387371,386273
8576,err,20693,387323,366630
8577,apron,2536,387311,384775
8578,fares,27551,387307,359756
8579,clearest,1914,387300,385386
8580,releases,3267,387297,384030
8581,midday,1190,387294,386104
8582,omitting,2185,387286,385101
8583,assigning,2847,387286,384439
8584,enumeration,771495,387246,384249
8585,coldness,769,387235,386466
8586,tradesmen,1677,387218,385541
8587,wilkes,33424,387205,353781
8588,sep,124226,387204,262978
8589,bland,12964,387139,374175
8590,tooke,18729,387071,368342
8591,specifying,4715,387065,382350
8592,vet,121433,387032,265599
8593,shrines,2624,387031,384407
8594,creations,799058,386946,412112
8595,lengthened,1074,386935,385861
8596,fireplace,882,386920,386038
8597,horizons,656457,386899,269558
8598,tinged,1729,386804,385075
8599,mayer,355968,386774,30806
8600,stronghold,1449,386751,385302
8601,ferocious,864,386740,385876
8602,l2,164287,386703,222416
8603,wellesley,44516,386697,342181
8604,planetary,9132,386693,377561
8605,larry,31997,386663,354666
8606,sufferer,622,386631,386009
8607,tucker,34314,386624,352310
8608,immersion,359590,386517,26927
8609,maze,35578,386478,350900
8610,bromide,4593,386389,381796
8611,riddle,6748,386384,379636
8612,broom,7257,386352,379095
8613,infrared,14403,386334,371931
8614,routed,732,386323,385591
8615,att,199967,386263,186296
8616,goe,6214,386218,380004
8617,insurgents,16747,386209,369462
8618,relativity,10764,386201,375437
8619,enlisted,1862,386188,384326
8620,tensor,7075,386149,379074
8621,apocalypse,307051,386135,79084
8622,thos,10915,386116,375201
8623,1650,203692,386098,182406
8624,stylistic,8422,386059,377637
8625,staged,2446,386047,383601
8626,496,206351,386014,179663
8627,devoured,745,386007,385262
8628,ovarian,9910,386005,376095
8629,protects,3494,385975,382481
8630,justifies,167445,385952,218507
8631,summits,1700,385896,384196
8632,4.7,94799,385863,291064
8633,slippery,1591,385813,384222
8634,algiers,5775,385780,380005
8635,congratulate,1793,385770,383977
8636,fraternity,2867,385758,382891
8637,philips,125790,385713,259923
8638,cereals,7377,385708,378331
8639,gibbs,42576,385679,343103
8640,dexterity,1092,385667,384575
8641,smells,1354,385543,384189
8642,imprint,3380,385533,382153
8643,waged,2324,385516,383192
8644,hu,156498,385476,228978
8645,paler,6232,385476,379244
8646,verso,374785,385469,10684
8647,tanner,47723,385449,337726
8648,angela,48254,385442,337188
8649,bustle,498,385436,384938
8650,sideways,931,385421,384490
8651,scipio,10990,385411,374421
8652,inhibitor,7343,385336,377993
8653,unionists,1931,385331,383400
8654,effusion,322840,385322,62482
8655,spends,1902,385213,383311
8656,royalists,650,385151,384501
8657,severn,13705,385127,371422
8658,kinetics,16697,385104,368407
8659,repute,516893,385098,131795
8660,garb,2730,385091,382361
8661,filing,5210,385065,379855
8662,transgression,296319,385043,88724
8663,outlets,3749,385043,381294
8664,policemen,11187,384956,373769
8665,disappearing,3398,384947,381549
8666,dictum,171796,384927,213131
8667,electrolyte,90712,384893,294181
8668,pulls,8038,384765,376727
8669,urgently,2676,384702,382026
8670,respectability,2579,384677,382098
8671,warrants,41561,384675,343114
8672,irregularities,4463,384621,380158
8673,nocturnal,4044,384497,380453
8674,familial,1203570,384495,819075
8675,prowess,972,384491,383519
8676,repulsed,470,384394,383924
8677,intracellular,6140,384389,378249
8678,stoke,8018,384359,376341
8679,clayton,37599,384353,346754
8680,expands,2197,384306,382109
8681,template,5058,384236,379178
8682,persuading,1124,384097,382973
8683,frameworks,5206,384085,378879
8684,castro,340365,384079,43714
8685,racist,3475,384006,380531
8686,totals,4989,383981,378992
8687,capitol,12552,383946,371394
8688,prominently,1842,383838,381996
8689,inwardly,705,383790,383085
8690,grassy,2514,383758,381244
8691,cosmos,350282,383751,33469
8692,furiously,789,383741,382952
8693,sao,384727,383677,1050
8694,saga,93204,383539,290335
8695,mrna,6591,383490,376899
8696,czar,230046,383489,153443
8697,pretender,3594,383468,379874
8698,wheeled,1075,383466,382391
8699,maketh,663,383453,382790
8700,oddly,1025,383425,382400
8701,bacchus,196117,383411,187294
8702,denominated,1497,383394,381897
8703,rightful,2242,383353,381111
8704,keyboard,3335,383349,380014
8705,reorganization,7667,383338,375671
8706,unmistakable,1610,383200,381590
8707,fragmented,5015,383158,378143
8708,admissible,448511,383144,65367
8709,jug,31131,383083,351952
8710,politely,547,383050,382503
8711,bloodshed,1294,383039,381745
8712,himselfe,1016,383029,382013
8713,biased,5023,383028,378005
8714,sickly,750,382985,382235
8715,tibetan,5835,382944,377109
8716,rife,2187,382929,380742
8717,adapting,5377,382786,377409
8718,evinced,1190,382775,381585
8719,famed,871,382774,381903
8720,contemptuous,649,382760,382111
8721,nichols,25530,382756,357226
8722,utilities,13154,382728,369574
8723,mildly,1163,382690,381527
8724,enterprising,1491,382689,381198
8725,presbyterians,735,382618,381883
8726,ligand,16516,382577,366061
8727,fie,694231,382503,311728
8728,notebook,4212,382380,378168
8729,spaniard,1342,382375,381033
8730,suction,5658,382369,376711
8731,sweating,13470,382337,368867
8732,fritz,209931,382321,172390
8733,glaring,1276,382286,381010
8734,holly,9975,382275,372300
8735,turmoil,2974,382272,379298
8736,thinner,2334,382267,379933
8737,doubting,1076,382248,381172
8738,impatiently,346,382214,381868
8739,intolerance,408197,382204,25993
8740,ingratitude,367181,382192,15011
8741,ravine,63894,382028,318134
8742,twain,21566,382027,360461
8743,navarre,931267,382019,549248
8744,pill,4073,382001,377928
8745,cafes,436506,381955,54551
8746,liturgical,5525,381934,376409
8747,santiago,321831,381919,60088
8748,forfeiture,2741,381879,379138
8749,orchestral,15155,381846,366691
8750,antibiotic,6076,381806,375730
8751,disgusting,923,381771,380848
8752,bruised,557,381768,381211
8753,evergreen,4605,381766,377161
8754,assignments,3235,381748,378513
8755,eliz,5326,381735,376409
8756,tenancy,2977,381722,378745
8757,localization,14510,381711,367201
8758,bombers,1281,381674,380393
8759,alto,166876,381653,214777
8760,pus,1245511,381633,863878
8761,conciliation,1107061,381592,725469
8762,aragon,703936,381410,322526
8763,luncheon,2457,381377,378920
8764,fondly,447,381299,380852
